,secteur,site,X lambert,Y lambert,debit_prevu,sature,rho,rho_avec_chg,700 MHz,800 MHz,1800 MHz,2100 MHz,2600 MHz,3500 MHz
68,T70722A,T70722,330700,2138920,16.656912718929764,0,0.0781757765942167,0.07190241180579196,5G,5G,5G,5G,5G,5G
69,T70722B,T70722,330700,2138920,57.272471453024096,0,0.2687965056226784,0.6161642975042937,4G,4G,4G,4G,4G,0
70,T70722C,T70722,330700,2138920,68.54305932523421,0,0.3216926799888966,0.7374186048976247,4G,4G,4G,4G,4G,0
71,T70725A,T70725,333055,2136495,79.65688751677929,1,0.9284019524100152,0.34385257496667226,5G,5G,5G,5G,5G,5G
72,T70725B,T70725,333055,2136495,73.03688734574723,1,0.8512457732604573,0.8512457732604573,0,4G,4G,4G,4G,0
73,T70725C,T70725,333055,2136495,40.4714864984857,0,0.4716956468354977,0.4716956468354977,0,4G,4G,4G,4G,0
74,T78279A,T78279,326299,2136325,8.023535256480088,0,0.561086381572034,0.034634961825434206,5G,5G,5G,5G,5G,5G
75,T78279B,T78279,326299,2136325,4.913345617465874,0,0.3435906026199911,0.22906040174666079,4G,4G,0,0,0,0
76,T78279C,T78279,326299,2136325,12.11059955635777,1,0.8468950738711727,0.5645967159141151,4G,4G,0,0,0,0
77,T70731A,T70731,334370,2128940,14.225208774664688,0,0.165794974063691,0.06140554594951519,5G,5G,5G,5G,5G,5G
78,T70731B,T70731,334370,2128940,63.46769726819963,0,0.739716751377618,0.7158549206880175,0,5G,4G,4G,4G,0
79,T70731C,T70731,334370,2128940,63.55124797935135,0,0.7406905358898759,0.716797292796654,0,5G,4G,4G,4G,0
80,T70743A,T70743,336807,2138015,5.388164528517876,0,0.0627991203789962,0.06279912037899622,0,4G,4G,4G,4G,0
81,T70743B,T70743,336807,2138015,20.90522819036828,0,0.2436506782094205,0.2436506782094205,0,4G,4G,4G,4G,0
82,T70743C,T70743,336807,2138015,17.488657526006534,0,0.2038305072961134,0.20383050729611346,0,4G,4G,4G,4G,0
83,T78273A,T78273,330839,2133352,35.38929605182121,0,0.1660923454818661,0.1527639473876423,5G,5G,5G,5G,5G,5G
84,T78273B,T78273,330839,2133352,111.03872551208106,0,0.521137304698367,1.1946070523085643,4G,4G,4G,4G,4G,0
85,T78273C,T78273,330839,2133352,167.87983904842244,0,0.7879093211077226,1.806130597616164,4G,4G,4G,4G,4G,0
