,secteur,site,X lambert,Y lambert,debit_prevu,sature,rho,rho_avec_chg,700 MHz,800 MHz,1800 MHz,2100 MHz,2600 MHz,3500 MHz
21,T36870A,T36870,339649,2128802,29.31379626817329,0,0.6833052743163938,0.12653801376229515,5G,5G,5G,5G,5G,5G
22,T36870B,T36870,339649,2128802,8.666045398069762,0,0.2020057202347264,0.189380362720056,0,5G,4G,0,0,0
23,T78256A,T78256,327930,2135899,37.46086315606063,0,0.1954955806077686,0.1617062209965494,5G,5G,5G,5G,5G,5G
24,T78256B,T78256,327930,2135899,69.30825398778293,0,0.3616963468728887,0.9693462096193417,4G,4G,4G,4G,0,0
25,T78256C,T78256,327930,2135899,50.3779455833339,0,0.2629054669832684,0.7045866515151594,4G,4G,4G,4G,0,0
26,T78274A,T78274,330815,2134120,114.66770119840643,1,1.781937858561095,0.494982738489193,5G,5G,5G,5G,5G,5G
27,T78274B,T78274,330815,2134120,21.524193391852165,0,0.3344862997956824,0.33448629979568245,0,4G,4G,4G,0,0
28,T78274C,T78274,330815,2134120,39.73706948791239,0,0.6175146773568359,0.6175146773568359,0,4G,4G,4G,0,0
29,T77125A,T77125,336170,2124950,38.69725887725045,0,0.1816175851938351,0.1670433345301323,5G,5G,5G,5G,5G,5G
30,T77125B,T77125,336170,2124950,32.71638846047266,0,0.1535476062349118,0.3519783589077209,4G,4G,4G,4G,4G,0
31,T77125C,T77125,336170,2124950,112.91485910613449,0,0.5299425498950321,1.214791383605535,4G,4G,4G,4G,4G,0
32,T78280A,T78280,326663,2134352,7.920338770753515,0,0.1846232813695458,0.03418949654991589,5G,5G,5G,5G,5G,5G
33,T78280B,T78280,326663,2134352,26.23577722898223,0,0.6115565787641546,0.5733342925913949,0,5G,4G,0,0,0
34,T78280C,T78280,326663,2134352,25.6565539847347,0,0.5980548714390373,0.5606764419740975,0,5G,4G,0,0,0
35,T78262A,T78262,330700,2135150,81.41711853550598,1,0.9489174654487876,0.3514509131291806,5G,5G,5G,5G,5G,5G
36,T78262B,T78262,330700,2135150,49.4846668149486,0,0.5767443684725944,0.5767443684725944,0,4G,4G,4G,4G,0
37,T78262C,T78262,330700,2135150,58.089670244530375,0,0.6770357837357853,0.6770357837357853,0,4G,4G,4G,4G,0
38,T76995A,T76995,338993,2130434,14.957924900885216,0,0.3486695781092125,0.06456844039059491,5G,5G,5G,5G,5G,5G
39,T76995B,T76995,338993,2130434,12.245032474238108,0,0.2854319924064827,0.2675924928810775,0,5G,4G,0,0,0
40,T76995C,T76995,338993,2130434,22.903159034715024,0,0.5338731709723782,0.5005060977866046,0,5G,4G,0,0,0
41,T70737A,T70737,331250,2136350,38.3725065094025,0,0.1800934270868845,0.16564148540707285,5G,5G,5G,5G,5G,5G
42,T70737B,T70737,331250,2136350,39.48916321995503,0,0.1853342245269396,0.42484306853098475,4G,4G,4G,4G,4G,0
43,T70737C,T70737,331250,2136350,25.84432156000297,0,0.1212949808044444,0.2780454175363418,4G,4G,4G,4G,4G,0
44,T70724A,T70724,330420,2136140,49.70913413290003,0,0.5793605376794876,0.21457797691832872,5G,5G,5G,5G,5G,5G
45,T70724B,T70724,330420,2136140,35.50348983507913,0,0.4137935878214351,0.4004454075691307,0,5G,4G,4G,4G,0
46,T70724C,T70724,330420,2136140,48.50138871427106,0,0.56528425074908,0.5470492749184644,0,5G,4G,4G,4G,0
47,T70721A,T70721,334257,2132312,3.3925277910148344,0,0.237239705665373,0.23723970566537303,0,4G,0,0,0,0
48,T70721B,T70721,334257,2132312,7.128106913335479,0,0.4984690149185649,0.49846901491856493,0,4G,0,0,0,0
49,T70721C,T70721,334257,2132312,1.3243872268325794,0,0.0926144913868936,0.09261449138689366,0,4G,0,0,0,0
50,T78269A,T78269,332350,2134075,83.07834200773576,0,0.38991102458223,0.3586218682885943,5G,5G,5G,5G,5G,5G
51,T78269B,T78269,332350,2134075,68.25283203994306,0,0.320330558220036,0.7342962026890054,4G,4G,4G,4G,4G,0
52,T78269C,T78269,332350,2134075,32.892195981714124,0,0.154372722493613,0.3538697792545898,4G,4G,4G,4G,4G,0
53,T78271A,T78271,331270,2134765,89.77658144226693,1,1.0463471030567242,0.387535964095083,5G,5G,5G,5G,5G,5G
54,T78271B,T78271,331270,2134765,75.76250616204105,1,0.8830128923314808,0.8830128923314808,0,4G,4G,4G,4G,0
55,T78271C,T78271,331270,2134765,165.7305487992119,1,1.9315914778462928,1.9315914778462926,0,4G,4G,4G,4G,0
56,T70744A,T70744,329300,2132650,145.80256275475594,0,0.6842941885519123,0.6293816919397217,5G,5G,5G,5G,5G,5G
57,T70744B,T70744,329300,2132650,104.48718492522718,0,0.4903890032629051,1.1241224844026594,4G,4G,4G,4G,4G,0
58,T70744C,T70744,329300,2132650,39.58371526705969,0,0.1857779850145947,0.42586030411037856,4G,4G,4G,4G,4G,0
59,T70735A,T70735,326201,2135375,30.58115238198357,0,0.1435263170882037,0.13200877312433554,5G,5G,5G,5G,5G,5G
60,T70735B,T70735,326201,2135375,31.72173889236388,0,0.1488794240970755,0.34127744908406543,4G,4G,4G,4G,4G,0
61,T70735C,T70735,326201,2135375,45.81111237717856,0,0.2150049860476771,0.49285758340159824,4G,4G,4G,4G,4G,0
62,T78258A,T78258,330075,2133875,35.14843863514835,0,0.5462072825974881,0.15172424516596889,5G,5G,5G,5G,5G,5G
63,T78258B,T78258,330075,2133875,140.9034707424153,1,2.189642124979259,2.189642124979259,0,4G,4G,4G,0,0
64,T78258C,T78258,330075,2133875,80.89034744265658,1,1.2570372562961396,1.2570372562961396,0,4G,4G,4G,0,0
65,T70736A,T70736,330516,2134754,23.99261407775761,1,1.67780518026277,0.1035682210038747,5G,5G,5G,5G,5G,5G
66,T70736B,T70736,330516,2134754,51.33445866538335,1,3.5898222842925414,3.5898222842925414,0,4G,0,0,0,0
67,T70736C,T70736,330516,2134754,71.21523539205347,1,4.98008639105269,4.98008639105269,0,4G,0,0,0,0
68,T70722A,T70722,330700,2138920,13.441968144388657,0,0.0630870988144208,0.05802455384783155,5G,5G,5G,5G,5G,5G
69,T70722B,T70722,330700,2138920,45.23704406638612,0,0.2123107151001366,0.4866814853833902,4G,4G,4G,4G,4G,0
70,T70722C,T70722,330700,2138920,55.0464982162174,0,0.2583493603802384,0.5922162261023927,4G,4G,4G,4G,4G,0
71,T70725A,T70725,333055,2136495,61.971759226524384,0,0.7222815760667178,0.2675116948395251,5G,5G,5G,5G,5G,5G
72,T70725B,T70725,333055,2136495,59.2113960192479,0,0.690109510713845,0.690109510713845,0,4G,4G,4G,4G,0
73,T70725C,T70725,333055,2136495,34.87663627640303,0,0.4064876022890796,0.40648760228907965,0,4G,4G,4G,4G,0
74,T78279A,T78279,326299,2136325,6.425869251919734,0,0.449361486148233,0.027738363342483526,5G,5G,5G,5G,5G,5G
75,T78279B,T78279,326299,2136325,3.875161756432499,0,0.2709903326176572,0.18066022174510485,4G,4G,0,0,0,0
76,T78279C,T78279,326299,2136325,9.348455975778862,0,0.6537381801243959,0.43582545341626394,4G,4G,0,0,0,0
77,T70731A,T70731,334370,2128940,11.452796542355063,0,0.1334824771836254,0.04943795451245388,5G,5G,5G,5G,5G,5G
78,T70731B,T70731,334370,2128940,49.33933227000341,0,0.5750504926573824,0.5565004767652088,0,5G,4G,4G,4G,0
79,T70731C,T70731,334370,2128940,49.52341845477925,0,0.5771960192864715,0.5585767928578755,0,5G,4G,4G,4G,0
80,T70743A,T70743,336807,2138015,4.188253549182994,0,0.0488141439298717,0.048814143929871726,0,4G,4G,4G,4G,0
81,T70743B,T70743,336807,2138015,17.88591814395373,0,0.2084605844283651,0.20846058442836518,0,4G,4G,4G,4G,0
82,T70743C,T70743,336807,2138015,14.307048436507367,0,0.1667488162763096,0.16674881627630964,0,4G,4G,4G,4G,0
83,T78273A,T78273,330839,2133352,27.773589507501583,0,0.130349601105278,0.1198894479301631,5G,5G,5G,5G,5G,5G
84,T78273B,T78273,330839,2133352,87.48030453192514,0,0.4105707257329757,0.9411544328340521,4G,4G,4G,4G,4G,0
85,T78273C,T78273,330839,2133352,132.39070962239794,0,0.6213484283211993,1.42432178184398,4G,4G,4G,4G,4G,0
